flow_pktlen,label
"[32, -32, 20, 657, -20, -2860, -1276, 20, -2860, -833, 20, 100, 118, 511, 132, 133, 132, 132, 132, -20, -20, -331, -331, 20, -91, 51, -15640, -806, 20, -787, -1440, -1440, 20, -1440, -1440, -1145, -51, -9960, -488, -51, -4280, 20, -2860, -585, -7120, -1044, 20, -9960, 20, -99, 20, 133, 132, 132, 132, 132, 132, -20, -1440, -1440, 20, -1440, -1440, -1440, 20, -1440, -1440, -1440, -4280, -806, -12800, 20, -2860, -806, -4280, 20, -8540, 20, -5700, -89, 20, -51, -15640, -357, 20, 133, -15640, -806, -2860, -303, 20, -20, 133, -5700, -865, -51, 20, -12800, -39, -51, 20, 133, -20, -12800, -1070, -51, 20, -9960, -345, -51, 20, -7120, -566, -51, 20, -15640, -806, 20, -7120, -248, 20, 133, 132, 132, 132, -9960, -842, 20, 132, 133, -20, 132, -9960, -200, -51, -1440, 20, -14220, -806, -5700, 20, 132, -9960, -806, -9960, 20, -11380, -573, 20, 133, -51, -15640, -806, -2860, -330, -51, 20, -15640, -806, -2860, -1035, 20, -15640, -806, -161, -51, 20, 132, -14220, -1036, 20, 132, -51, -20, -9960, -1405, -51, 20, -14220, -1425, 20, -51, -14220, -1080, -51, 20, -12800, -256, -51, 20, 132, 133, 132, 132, 133, -7120, -95, -51, 20, -15640, -806, -2860, -523, -51, 20, -15640, -806, -424, 20, -12800, -1383, -51, 20, -11380, -1000, -51, 20]",web
"[123, 66, -20, -66, 20, -1104, -58, 20, 62, -20]",web
"[127, -20, -366, -1460, -666, 20, -58, 20, 62, -20, 116, -20, -357, -1460, -762, 20, -14420, -50, 20, 116, -356, -1460, -858, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 20, -1460, -650, 20, 127, -365, -1404, -58, 20, 126, 124, -20, -366, -1460, -666, 20, -1460, -1046, 20, -58, 20]",web
"[1051, -20, 1051, -376, 1051, 62, 1050, 1051, 1050, 1050, -376, 20, -20, -20, -1088, 20, -20, -376, -376, 20, 1053, 1052, 1052, 1054, 1054, 1052, 1054, -732, 20, -376, -376, 20, -376, -20, 20, -732, 20, 677, 677, -20, -732, 20]",web
"[32, -32, 20, 537, -20, -20, -1480, -1480, -1480, -572, 20, 146, -278, 1278, -476, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1288, -476, 20, 1291, -476, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1277, -476, 20]",web
"[32, -32, 20, 537, -20, -2940, 20, -1480, -572, 20, 146, -278, 1277, -476, 1293, -476, 20, 1275, -476, 20]",web
"[32, -32, 20, 537, -20, -20, -4400, -572, 20, 146, -278, 1301, -476, 20, 1283, -476, 20]",web
"[32, -32, 20, 537, -20, -1480, -1480, -1480, -572, 20, 146, -278, 1310, -476, 20, 1309, -476, 20]",web
"[290, -20, -5780, 20, -1460, -1460, -1460, 32, 32, 20, -1460, -1460, 20, -1460, -1460, -1460, -1460, -1460, -1460, 20, 62, -1460, -1460, -1460, 20, -1460, -1460, -1460, -1460, 20, -20, -179, 20, 680, 559, -20, -20, -11540, 20, -1460, -1460, -8660, 32, 20, 20, -12980, 20, -8660, -1421, 20, 563, 586, 290, 586, 451, -20, -20, -14420, 20, -15860, 20, -15860, 20, -17300, 20, -1460, -2900, -1460, -2900, -1460, 32, 40, 48, 56, -1460, -1460, -1460, -1460, -1460, -1460, 56, 56, 56, 48, 40, 32, -2900, -5780, 20, 20, -7220, 20, -4340, 20, -2900, 20, -1460, 32, -5780, 32, -1460, 20, -1460, 20, -2900, 20, -4340, 20, -5780, 20, -5780, 20, -724, 20]",web
"[32, -32, 20, 547, -20, -1480, -1480, -1196, 20, -839, 20, 113, 125, 541, -20, -294, -98, -302, 20, 58, -20]",web
"[451, 285, 285, 284, 284, 285, 284, -20, -11700, -1480, -1480, -1480, -1480, -1480, -2940, 32, 32, 20, 32, 20, 20, -16080, -1480, -1480, -4400, 32, 20, 20, -1480, -1480, -1480, -1480, 32, 20, 20, -4400, -1480, -1480, -1159, -58, -20, -32, -32, -20, 32, 20, 20, -2940, -2940, -1480, -1480, -1480, -1480, -531, -58, 32, 20, 32, 20, 20, 62, -14620, -1346, -58, 20, -507, -58, 20, -1480, -1480, -1480, -1070, -58, 32, 20, 20, -1480, -1480, -1480, -1480, -1480, -4400, -1102, -58, 32, 20, 32, 20, 20, -20, -1480, -211, -1480, -58, 32, 20, 20, 261, -20, -4400, -1452, -58, 20, 285, -20, 1061, -1480, -1480, -1480, -17540, 32, 20, 20, -17540, -1480, -1480, -1480, 32, 20, 20, -2940, -1480, -5860, -1480, -1480, -8780, 32, 20, 32, 20, 20, -155, -1480, -1480, 32, -1480, -20460, 20, 20, -21920, 20, -7320, -992, -58, 20, 873, -20, -16080, -1480, -1480, -1480, -329, 32, 20, 32, -1480, -58, 20, 20, -20, -21920, 20, -13160, -1480, -1480, -5860, 32, 20, 20, -1480, -1480, -4400, -58, -852, 32, 20, 32, 20, 261, -20, -21920, 20, -238, -1480, -58, 32, 20, 20]",web
"[21, -32]",web
"[1320, 1460, 1460, 1460, 1460, 1460, 1460, 1061, -20, -20, -20, -20, -505, 20]",web
"[140, 66, -20, -20, -66, -383, 20, 62, -20]",web
"[32, -32, 20, 537, -20, -4400, -828, 20, 146, -278, 1335, -476, 20]",web
"[32, -32, 20, 537, -20, -4400, -828, 20, 146, -278, 1333, -476, 20]",web
"[32, -32, 20, 537, -20, -2940, 20, -1480, -828, 20, 146, -278, 1319, -476, 20]",web
"[1460, 1460, 1198, 59, -20, -32, -20, -59, -621, 20, 55, 1460, 1460, 1199, -20, -20, -20, -20, -20, -597, 20]",web
"[-59, -20, 20, 20, -20]",web
"[298, -20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -835, -58, 32, 20, 20, 62, -20, 261, -20, -20460, 20, -2940, 20, -1480, -101, -1480, -58, 32, 20, 20, 968, 905, -20, -20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 32, 20, -1480, -1480, -1480, 32, 20, -1480, -1480, -1480, 20, -1480, -784, -58, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 32, 20, 20, -1480, -1480, -1480, 32, -1480, -1480, -1480, 20, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, 62, -1480, -1480, 32, 20, -1480, -1480, -1480, 32, 20, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -177, -1480, -1480, 32, 20, -1480, -1480, -1480, 32, 20, 20, -1480, -1480, -1480, -4400, 20, -1480, -1480, -1480, 32, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, 32, 20, -1480, -1480, -1480, 32, 20, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -13160, -1480, -1480, -668, 32, 20, 32, 20, 32, -1480, -1480, -1480, 20, 20, -1480, -1480, -1480, -2940, -1480, 32, 20, 32, 20, -8780, 20, -1480, -1480, -1480, 32, 20, -13160, 20, -4400, -416, -2940, -58, 32, 20, 20, -20, 1017, -20, -1185, -58, 20, 261, -20, -4400, -1480, -1480, -7320, -1480, -1480, -1480, -1480, -1480, 32, 20, 32, 20, 32, 20, -16080, -556, -1480, -58, 32, 20, 20]",web
"[32, -24, 20, 22, 48, -20, -20, -141, 20, -20, 20]",web
"[32, -24, 20, 22, 48, -20, -20, -208, 20, -20, 20]",web
"[1460, 1460, 1460, 1460, 673, 1460, 1460, 1460, 1460, 1460, 1326, 1460, 1460, 1460, 1460, 673, 1460, 1460, 1460, 1460, 1460, 386, -32, -20, -20, -20, -20, -20, -32, -20, -20, -20, -20, -20, -20, -240, -62, 20, -75, -75, -75, -62, 32, 20, -395, 20, -313, 20, 1460, 1460, 1460, 1460, 791, 1460, 1460, 1460, 1460, 110, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1460, 1138, -32, -20, -20, -20, -20, -20, -130, 20, 1460, 1460, 1460, 1460, 673, 1460, 1460, 1460, 1460, 1460, 1078, -62, -351, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 633, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 613, -20, -20, -32, -20, -20, -130, -20, -62, -75, -75, -530, 32, 40, 32, 20, -20, -20, -20, -20, -20, -75, -75, -75, -75, -62, 32, 32, 20, -308, 20, -20, -20, -20, -20, -20, -20, -32, -185, -20, -62, -20, -32, -20, -20, -20, 20, -182, -185, -62, 20, -181, 20, -1480, 32, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 662, 1460, 1460, 1460, 1460, 757, 1460, 1460, 1460, 1460, 1460, 1460, 387, -32, -20, -20, -20, -20, -20, -185, -62, 20, -336, 20, -20, -20, -20, -20, -20, -20, -240, -62, 20, -177, 20, 1460, 1460, 1460, 1460, 757, 1460, 1460, 1460, 1460, 995, -20, -20, -20, -20, -20, -185, -62, 20, -203, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 847, -20, -20, -32, -20, -20, -20, -185, -62, 20, -381, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1069, -20, -20, -20, -20, -20, -185, -62, 20, -336, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1128, -20, -20, -20, -20, -20, -185, -62, 20, -219, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 975, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1460, 1460, 1138, -20, -20, -20, -20, -20, -185, -62, 20, -20, -20, -20, -20, -20, -20, -75, 20, -75, -75, 20, -75, -62, 20, -551, -181, 20]",web
"[1460, 1460, 1460, 1460, 973, 66, -20, -20, -20, -20, -66, 20, -2940, -737, -106, -2940, -1234, -493, -2940, -1178, -108, -2940, 20, -1234, -1000, 20, -2940, -1178, -108, -2940, -1232, -2940, -1178, -108, -2940, -1234, -72, 20, -2940, -1178, -108, -2940, -1232, -2940, -1178, -108, -2940, -1234, -72, 20, -2940, -1178, -108, -1480, 20, -1480, -1232, -2940, -1178, -108, -2940, -401, -58, 20, 62, -20, 1460, 1460, 1460, 1460, 1460, 408, 1460, 450, -20, -20, -20, -20, -20, -20, -2940, -430, 20]",web
"[253, 59, 108, -20, -20, -59, -20, -1371, -53, -51, 20, 55, 108, -20, -20, -1371, -53, -51, 20, -1480, -223, -53, -51, 20, 104, -1480, -454, -703, -51, 20, 267, -20, 108, -20, -416, -51, 20, -1480, -261, -53, -51, 20, 290, 331, -20, -20, -1480, -82, -53, -51, -1480, -82, -53, -51, 20, 279, 232, 279, -20, -1480, -82, -53, -51, -1480, -83, -53, -51, 20, -1480, -83, -53, -51, 20, 315, -1480, -82, -53, -51, 20, 103, -20, -1480, -470, -1274, -1480, -1387, -2940, -1203, -1480, -646, 20, 253, -20, 279, -20, -1480, -83, -53, -51, 20, 330, -1480, -224, -53, -51, 20, -20, -1480, -82, -53, -51, 20, 314, -20, -1480, -82, -53, -51, 20, 267, -20, -1480, -261, -53, -51, 20, 108, -20, -1371, -53, -51, 20, 55, 103, -20, -1480, -537, -1215, 20, -1480, -990, -1480, 20, -1480, -1203, -51, 20, 253, -20, 279, -20, -1480, -83, -53, -51, 20, -1480, -223, -53, -51, 20, 267, -20, -1480, -260, -84, 20]",web
"[1480, 1480, 1480, 1480, 1480, 278, 59, -20, -20, -20, -20, -20, -20, -59, -1480, -363, -1377, -1480, -827, -51, 20, 55, -20, 1480, 1480, 1480, 1480, 1480, 529, -20, -20, -20, -1480, -633, -1306, -1076, 20, 1480, 1480, 1480, 1480, 1480, 543, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 607, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 508, 1480, 1480, 1480, 1480, 1480, 555, -20, -20, -20, -20, -1480, -645, -372, -51, 20, -1480, -650, -578, 20, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 591, -20, -20, -20, -1480, -642, -434, -51, 20, -1480, -648, -372, -51, 20, -1480, -646, -145, -51, 20, -1480, -387, -542, -51, 20, -1480, -672, -1238, -2940, -1203, -4400, 20, -10240, 20, -1304, 20, 1480, 1480, 1480, 1480, 1480, 555, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 529, 1480, 1480, 1480, 1480, 1480, 606, -20, -20, -20, -20, -20, -20, -20, -20, -1480, -645, -561, -51, 20, 1480, 1480, 1480, 1480, 1480, 590, -20, -20, -20, -20, -1480, -421, -674, 20, -1480, -646, -145, -51, 20, -1480, -631, -1306, -645, 20, 1480, 1480, 1480, 1480, 1480, 543, -20, -20, -1480, -672, -1238, -2940, -1203, 20, -7320, 20, -7320, 20, -1332, 20, 1480, 1480, 1480, 1480, 1480, 555, 1480, 1480, 1480, 1480, 1480, 529, -20, -20, -20, -20, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 566, 1480, 1480, 1480, 1480, 1480, 606, -20, -20, -20, -20, -20, -20, -20, -20, -1480, -645, -372, -51, 20, 55, -1480, -646, -561, -51, 20, 1480, 1480, 1480, 1480, 1480, 590, -20, -20, -20, -20, -1480, -384, -629, -51, 20, -1480, -630, -1306, -330, 20, -1480, -645, -144, -51, 20, 1480, 1480, 1480, 1480, 1480, 543, -20, -20, -20, -20, -1480, -670, -1238, 20, -1480, -1480, -1203, 20, -1480, -1480, -1480, 20, -1480, -1480, -7320, 20, -1353, 20]",web
"[126, 66, -20, -20, -66, -363, -1460, -372, 20, -58, 62, 116, 126, 127, 127, 123, -20, -20, -354, -1460, -1050, 20, -2900, 20, -2900, 20, -1460, -1460, -2900, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -410, 20, -20, -366, -365, -1082, 20, -1460, -742, 20, -20, -361, 20, -1460, -666, 20, -1460, -1051, 20, -58, 20, 115, 116, -352, -2900, 20, -2900, 20, -2900, 20, 62, -2900, 20, -1460, -340, 20, -358, -1460, -398, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -5780, -2900, -2900, 20, -21620, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1401, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -959, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -5780, 20, -4340, -214, 20]",web
"[1460, 1460, 1460, 1460, 1014, 66, -20, -32, -20, -20, -66, -153, 20, 62, -20]",web
"[584, 59, -20, -20, -59, -361, 20]",web
"[102, 66, -20, -20, -66, -280, 20, 62, 490, -20, -20, -229, -274, -58, 20, 489, -20, -229, -1472, -68, -58, 20]",web
"[281, 59, -20, -20, -59, -1480, 20, -83, -84, 20, 55, -20, 281, -20, -83, -1480, 32, 20, -53, -51, 20, 281, -20, -83, -1480, 32, 20, -53, -51, 20, 55, -20]",web
"[1460, 708, -32, -20, -2940, -121, 20]",web
"[599, 66, -32, -20, -66, -201, 20]",web
"[562, 59, -20, -20, -59, -1480, -648, 20, -148, 20, -51, 55, -20, -20, 1480, 1452, -20, -1480, -648, 20, -148, -51, 20, 562, -20, -1480, -648, 20, -148, -51, 20, 55, -20]",web
"[1420, 1420, 1420, 1420, 1420, 1420, 282, -20, -20, -20, -5780, -825, 20]",web
"[1460, 1460, 208, 66, 1052, -20, -20, -20, -66, 20, -182, -1480, -868, -1480, -1480, -2940, -140, 32, 20, 62, -1480, -368, -1480, 32, 20, -66, -58, 20, 702, 265, 264, 266, 267, 266, 266, -20, -20, -20, -20, -20, -202, 20, -924, 20]",web
"[754, 747, -20, -4400, -780, 20]",web
"[1203, 1460, 130, -32, -20, -472, 1202, 977, -20, -472, 20, 1202, 761, -20, -472, 20]",web
"[969, 66, 969, 970, 969, 970, 969, 969, -20, -66, 20, -376, 20, 62, -376, -376, 20, -376, -20, -1088, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1300, -476, 20]",web
"[160, 66, -20, -20, -66, -301, 20, 62, -20]",web
"[32, -32, 20, 537, -20, -2940, -1480, -572, 20, 146, -278, 1276, -476, 20]",web
"[32, -32, 20, 537, -20, -157, 71, 1283, -20, -476, 1276, -476, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1298, -476, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1276, -476, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1279, -476, 20]",web
"[558, 66, -20, -20, -4340, 20, -5780, 20, -1460, -1460, -2900, 32, 20, -7220, 20, 62, -8660, 20, -20, -8660, 20, -10100, 20, -10100, 20, -11540, 20, -7220, -1405, 20, 651, -20, -8660, -674, 20]",web
"[199, 66, -20, -20, -66, 20, -248, -58, 20, 62, -20]",web
"[1420, 572, -20, -641, 20]",web
"[123, 66, -20, -66, 20, -1102, -58, 20, 62, -20]",web
"[20, -20]",web
"[20, -20]",web
"[20, -20]",web
"[1320, 1460, 1460, 1460, 1460, 1460, 1460, 909, 1460, 1460, 1460, 1460, 1460]",web
"[20, -20]",web
"[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1163, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -292, 20]",web
"[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1165, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -290, 20]",web
"[1460, 1460, 1460, 1460, 1460, 521, -20, -20, -20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -4340, -1434, 20]",web
"[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, -2900, 32, 20, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -291, 20, 1460, 1460, 1460, 1460, 1460, 508, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 32, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 32, 20, -1460, -290, 20]",web
"[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -1460, -1460, 32, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 32, 20, -2900, 20, -2900, 20, -5780, 20, -5780, 20, -1460, -290, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -290, -1460, 32, 20]",web
"[1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -2900, 20, -2900, 20, -1460, -1460, -2900, 20, -4340, -1165, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, -2900, 20, -1460, -1163, 20]",web
"[-66, -51, -20, 20]",web
"[1460, 1460, 992, 66, -20, -20, -20, -20, -66, -93, -1240, -631, 20, 62, 1085, -20, -88, -101, 20]",web
"[1460, 1460, 746, 59, -20, -20, -20, -59, -621, 20, 55, 1460, 1460, 746, -20, -20, -20, -597, 20]",web
