five_tup,flow_pktlen
"['2001:da8:1002:a000::6:a3cf', '240e:e9:b00a:8017:117:91:191:228', 49184, 443, 6]","[150, -14420, 20, -15860, 20, 62, -17300, 20, -10100, -479, 20]"
"['10.208.8.65', '221.181.72.191', 49369, 443, 6]","[32, -32, 20, 537, -20, -2940, -1196, 20, -839, 20, 113, 125, 540, -20, -294, -98, 20, 58, -302, 20, -20]"
"['10.208.8.65', '221.130.199.240', 49179, 443, 6]","[1295, -476, 1271, -476, 20]"
"['10.208.8.65', '221.130.199.240', 49370, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 20]"
"['10.208.8.65', '162.19.138.118', 49371, 443, 6]","[32, -32, 20, 537, -1480, -1196, -1480, -107, 32, 20, 20, 84, 1480, 1480, 947, -20, -178, 20, -4400, -127, -47, 20, 1480, 1480, 953, -20, -1140, 20, -44, -20, 20, 20, 20]"
"['10.208.8.65', '221.181.72.191', 49372, 443, 6]","[32, -32, 20, 537, -20, -2940, -1196, 20, -1092, 20, 113, 125, 540, -20, -294, -98, 20, 58, -384, 20, -20]"
"['10.208.8.65', '20.190.163.18', 49375, 443, 6]","[32, -32, 20, 537, -2940, -1323, 20, 178, -71, 1460, 708, -20, -1480, -116, -1480, 32, 20]"
"['10.208.8.65', '112.65.69.51', 49379, 443, 6]","[32, -32, 20, 537, -20, -4400, -828, 20, 146, -278, 1333, -476, 20]"
"['10.208.8.65', '112.65.69.51', 49380, 443, 6]","[32, -32, 20, 537, -20, -4400, -828, 20, 146, -278, 1340, -476, 20]"
"['2001:da8:1002:a000::6:a3cf', '2600:140b:2:998::21cc', 49384, 80, 6]","[32, -32, 20, 325, -20, -1460, -344, 20]"
"['10.208.8.65', '185.184.8.90', 49385, 443, 6]","[32, -28, 20, 537, -2940, -467, 20, 100, 118, 463, -20, -20, -307, -371, 20, 51, -475, 89, -20, 89, -475, 20, -20, -149, 20, -149, 20]"
"['10.208.8.65', '34.199.180.105', 49389, 443, 6]","[32, -32, 20, 537, -20, -133, -4400, -597, 20, -358, -29, 20, 146, 125, 962, 620, -20, -140, -71, -98, 20, 58, -202, -201, 20, -20]"
"['10.208.8.65', '103.43.90.19', 49390, 443, 6]","[32, -24, 20, 539, -20, -176, 71, 1480, 1480, 1480, 1480, 1470, -20, -20, -20, -20, -20, -1480, -1480, -1480, -1052, 20, 20, 20]"
"['10.208.8.65', '103.43.90.19', 49391, 443, 6]","[32, -24, 20, 539, -20, -176, 71, -20]"
"['2001:da8:1002:a000::6:a3cf', '2600:140e:6:898::21cc', 49395, 80, 6]","[32, -32, 20, 325, -20, -1460, -212, 20]"
"['10.208.8.65', '151.101.193.44', 49404, 443, 6]","[32, -32, 20, 537, -20, -2892, -1293, 20, 84, 118, 521, -32, -20, -79, 51, -32, 552, -32, -1220, 20]"
"['10.208.8.65', '20.195.114.44', 49405, 443, 6]","[32, -32, 20, 537, -5860, -1322, 20, 178, -71, 656, 1460, 249, -32, -20, -443, -2940, 32, 20, 20, -20]"
"['10.208.8.65', '34.199.180.105', 49406, 443, 6]","[32, -32, -32, -32]"
"['2001:da8:1002:a000::6:a3cf', '2603:1047:1:168::18', 49675, 443, 6]","[32, -32, 20, 537, -2900, -1094, 20, 178, -71, 1420, 1420, 1420, 1420, 760, -20, -20, -4340, -1201, 20]"
"['2001:da8:1002:a000::6:a3cf', '2600:9000:21e1:1e00:f:c7b3:ce40:93a1', 49679, 443, 6]","[32, -32, 20, 537, -20, -4900, -1120, 20, 84, 118, 459, -20, -20, -166, -91, -20, -4900, -291, 20, 51, -20]"
"['10.208.8.65', '20.195.114.44', 49683, 443, 6]","[32, -32, 20, 537, -5860, -1322, 20, 178, -71, 1460, 877, -32, -20, -656, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2600:9000:21e1:1e00:f:c7b3:ce40:93a1', 49684, 443, 6]","[32, -32, 20, 537, -20, -4900, 20, -1120, 84, 118, 435, -20, -20, -166, -91, 20, 51, -20, -2460, -308, 20, -20, 116, -20, -2460, 20, -9780, 20, -808, 20, 94, -20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -672, 20]"
"['2001:da8:1002:a000::6:a3cf', '2603:1047:1:168::82', 49688, 443, 6]","[32, -32, 20, 537, -119, 405, -2900, -1229, 20, 94, 634, -20, -123, -803, 20, 1420, 487, -20, -18740, 20, -10100, -780, 20, -47, 20]"
"['10.208.8.65', '202.89.233.96', 49692, 443, 6]","[32, -32, 20, 537, -20, -4400, -1350, 20, 178, 125, 507, -20, -20, -362, -89, 20, 58, -58, 20, -1480, -73, -58, 20]"
"['2001:da8:1002:a000::6:a3cf', '2620:1ec:4f:1::49', 49696, 443, 6]","[32, -32, 20, 537, -20, -5780, -419, 20, 178, 125, 463, -20, -20, -362, -89, 20, 58, -10100, -115, -58, 20, 118, -20, -20, -1460, -1460, -1460, 20, -1460, -1460, -1460, 20, -1460, -1460, -1460, 20, -1460, -1460, -888, 20, -1460, -1460, -1460, 20, -1460, -1460, -1460, 20, -1460, -1460, -1460, 20, -1460, -1460, -631, -937, -58, 20, 118, -20, -15860, -532, -58, 20]"
"['10.208.8.65', '59.111.105.199', 65424, 443, 6]","[20, -20, 20, -51, -237, 32, 20]"
"['2001:da8:1002:a000::6:a3cf', '2620:1ec:4f:1::49', 49700, 443, 6]","[32, -32, 20, 537, -20, -1460, -1460, -1460, -1460, -209, 20, 178, 125, 480, -20, -362, -89, 20, 58, -15860, -1302, -2900, 20, -2900, 20, -4340, 20, -1460, -1460, -1460, -1460, -1460, -525, 20]"
"['2001:da8:1002:a000::6:a3cf', '2620:1ec:4f:1::49', 49703, 443, 6]","[32, -32, 20, 537, -20, -5780, -419, 20, 178, 125, 572, -20, -20, -362, -89, 20, 58, -58, 20, -1269, -58, 20]"
"['10.208.8.65', '20.195.114.44', 49704, 443, 6]","[32, -32, 20, 537, -5860, -1322, 20, 178, -71, 656, 1460, 310, -32, -20, -1480, -35, 20, 20, -20]"
"['2a02:26f0:9100:3::6010:7a1f', '2001:da8:1002:a000::6:a3cf', 443, 49188, 6]","[-66, -51, -20, 20, 20, -20]"
"['117.161.231.218', '10.208.8.65', 443, 65446, 6]","[-51, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2620:1ec:c11::239', 65266, 443, 6]","[21, -32]"
"['124.95.191.233', '10.208.8.65', 443, 65451, 6]","[-20, 20]"
"['10.208.8.65', '59.111.105.199', 65460, 443, 6]","[20, -20, 20, -237, -51, 20]"
"['10.208.8.65', '10.80.128.28', 49707, 53, 6]","[32, -28, 20, 22, 71, -20, -20, -181, 20, -20, -20, 20]"
"['10.208.8.65', '20.189.173.9', 49708, 443, 6]","[32, -32, 20, 537, -5860, -475, 20, 178, -71, 877, -629, 20]"
"['10.208.8.65', '20.189.173.9', 49709, 443, 6]","[32, -32, 20, 537, -20, -1480, -1480, -1480, -1480, -475, 20, 178, -71, 1282, 1460, 1460, 1460, 1460, 1460, 1460, 931, -20, -20, -20, -20, -780]"
"['2001:da8:1002:a000::6:a3cf', '240e:978:a07:2:3::3c8', 65343, 443, 6]","[21, -32]"
"['10.208.8.65', '96.16.69.189', 49716, 443, 6]","[32, -32, 20, 537, -20, -2940, -734, 20, 100, 664]"
"['10.208.8.65', '96.16.69.189', 49717, 443, 6]",[32]
"['10.208.8.65', '146.75.114.132', 49721, 443, 6]","[32, -32, 20, 537, -20, -1456, -1456, -1456, -990, 20, 84, 118, 1460, 1460, 1032]"
"['115.231.186.131', '10.208.8.65', 443, 65510, 6]","[-20, 20]"
"['10.208.8.65', '10.80.128.28', 49775, 53, 6]","[32, -28, 20, 22, 48, -20, -20, -141, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49776, 53, 6]","[32, -28, 20, 22, 48, -20, -20, -208, 20, -20, 20]"
"['10.208.8.65', '51.105.71.137', 49766, 443, 6]","[1460, 1460, 1460, 1460, 1460, 1006, 1460, 1460, 1460, 1460, 1460, 1345, -20, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1163, 1460, 1460, 1460, 1460, 136, -20, -20, -20, -20, -20, -948, 20, 20, -20]"
"['10.208.8.65', '52.178.17.2', 49263, 443, 6]","[1460, 1460, 1460, 1460, 1460, 1006, 1460, 1460, 1460, 1460, 1460, 337, -20, -20, -20, -20, -20, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 1161, -20, -20, -20, -918, 20]"
"['10.208.8.65', '202.89.233.96', 65198, 443, 6]","[1460, 1460, 1460, 1460, 983, 66, -20, -20, -20, -20, -20, -66, 20, -2940, -737, -106, -2940, -1234, -493, -2940, -1178, -108, -2940, -1234, 20, -1000, -2940, -1178, -108, -2940, -1232, -2940, -1178, -108, -2940, -1234, -72, 20, -2940, -1178, -108, -2940, -1232, -2940, -1178, -108, -2940, -1234, -72, 20, -1480, -1480, -1178, -108, -2940, -1232, -2940, -1178, -108, -2940, -401, -58, 20, 62, -20, 1460, 1460, 1460, 1460, 1460, 408, 1460, 450, -20, -20, -20, -20, -20, -20, -20, -20, -2940, -429, 20]"
"['10.208.8.65', '202.89.233.100', 49797, 443, 6]","[32, -32, 20, 607, -20, -5860, -1216, 20, 178, -20, -362, -89, 20]"
"['2001:da8:1002:a000::6:a3cf', '2600:1406:4200:4::1748:5a55', 49798, 443, 6]","[32, -32, 20, 537, -20, -1460, -1460, -720, 20, 146, 125, 511, -20, -294, -20, -20, -88, -58, -364, -1460, -824, -1460, -680, 20, 58, 116, 116, 126, 127, 126, 123, -20, 63, 63, 63, 63, 63, 63, -20, -356, -1460, -1050, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, -8660, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, 20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -12980, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -8660, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, 20, -2900, 20, -1460, -1299, 20]"
"['10.208.8.65', '20.205.115.81', 49802, 443, 6]","[32, -32, 20, 537, -1480, -1480, -1480, -452, -1480, 32, 20, 32, 32, 20, 113, -71, -89, 20]"
"['10.208.8.65', '61.147.228.139', 65188, 443, 6]","[254, 59, 108, -20, -20, -59, -20, -1371, -53, -51, 20, 55, -20, -1480, -223, -53, -51, 20, 110, -20, -1357, -53, -51, 20, 1480, 556, -20, -1480, -466, -713, -51, 20, 335, -20, 219, -20, -416, -51, 20, 290, 330, -20, -20, -1480, -82, -53, -51, -1480, -82, -53, -51, 20, -1480, -261, -53, -51, 20, 280, -20, -1480, -83, -53, -51, 20, 232, -1480, -82, -53, -51, 20, 313, 103, -1480, -82, -53, -51, 20, -1480, -429, -2940, -1150, -2940, -1203, -1480, -646, 20, 254, 104, -20, -1480, -428, -722, -51, 20, 279, 279, -1480, -223, -53, -51, 20, -1480, -83, -53, -51, 20, -1480, -83, -53, -51, 20, 331, -1480, -82, -53, -51, 20, 314, -1480, -82, -53, -51, 20, 267, -20, -1480, -262, -84, 20]"
"['10.208.8.65', '61.147.228.139', 65185, 443, 6]","[1480, 1480, 1480, 1480, 1480, 278, 59, -20, -20, -20, -20, -20, -20, -59, -1480, -355, -637, -801, -2940, -453, 20, -51, 55, -20, 1480, 1480, 1480, 1480, 1480, 530, -20, -20, -20, -20, -1480, -633, -1307, -2940, -128, 20, -51, 20, 1480, 1480, 1480, 1480, 1480, 606, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, -20, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 544, -20, -20, -20, -20, -20, -20, -1480, -645, -550, -51, 20, -1480, -647, -372, -51, 20, 1480, 1480, 1480, 1480, 1480, 556, -1480, -671, -1238, -2940, -1203, 20, -14620, 20, -1141, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 508, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 589, -20, -20, -20, -20, -20, -1480, -646, -372, -51, 20, -1480, -637, -434, -51, 20, -1480, -647, -145, -51, 20, -1480, -384, -570, -51, 20, 1480, 1480, 1480, 1480, 1480, 566, 1480, 1480, 1480, 1480, 1480, 530, 1480, 1480, 1480, 1480, 1480, 555, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 607, -20, -20, -20, -1480, -645, -372, -51, 20, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, -20, -1480, -648, -561, -51, 20, -1480, -421, -643, -51, 20, -1480, -643, -372, -51, 20, 1480, 1480, 1480, 1480, 1480, 590, -20, -20, -20, -20, -20, -1480, -630, -1306, -646, 20, -1480, -644, -145, -51, 20, 1480, 1480, 1480, 1480, 1480, 543, -20, -20, -1480, -674, -1238, -2940, -1203, 20, -7320, 20, -7320, 20, -1104, 20]"
"['10.208.8.65', '20.205.115.81', 65180, 443, 6]","[1460, 1460, 1460, 1460, 1027, 66, -20, -20, -32, -20, -66, -153, 20, 62, -20]"
"['10.208.8.65', '13.32.121.21', 64891, 443, 6]","[628, 59, -32, -20, -59, -361, 20]"
"['10.208.8.65', '18.235.110.105', 49830, 443, 6]","[32, -32, 20, 537, -20, -133, -4400, -597, 20, -358, -29, 20, 146, 125, 447, -20, -140, -71, -98, -281, 20, 58, 519, 504, -20, -20, -20, -229, -275, -58, -229, 20, -276, -58, 20, 502, 502, -20, -229, -1472, 20, -68, -58, 20, -229, -1472, -68, -58, 20]"
"['10.208.8.65', '51.105.71.137', 49768, 443, 6]","[1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 659, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 676, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 1460, 273, -20, -20, -20, -20, -20, -32, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 944, -32, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 1460, 1165, -20, -20, -20, -20, -32, -20, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1117, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 617]"
"['10.208.8.65', '51.105.71.137', 49769, 443, 6]","[1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 639, -20, -20, -20, -20, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1050, -20, -20, -32, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 1460, 681, -32, -20, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 873, -20, -20, -20, -20, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1117, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 618, -32, -20, -20, -32, -20, -20, -20, -20, -20, -948, 20, 20, -20]"
"['10.208.8.65', '23.62.46.18', 49209, 443, 6]","[281, 59, -20, -20, -59, -83, -1480, -53, 32, 20, 20, 55, 55, -20, 281, -20, -20, -1480, -83, -53, -51, 32, 32, 32, 32, -51, 40, -51, 20]"
"['10.208.8.65', '13.107.6.158', 65173, 443, 6]","[261, 66, -20, -20, -66, -21920, 20, 62, -1480, -1480, -1480, -14620, -1480, -1480, 32, 20, 32, 20, -17540, -1480, -1480, -1480, 32, 20, 20, -178, -2940, 20, -1480, -1480, -58, -85, 32, 20, 32, 20, -20, 260, -20, -1480, -1480, -1480, -2940, -1480, -1480, -1480, -1480, -2940, -1480, -4400, 32, 20, 32, 20, 32, 20, 32, 20, 20, -11700, -597, -58, 20, 1061, 1116, 978, -20, -20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -427, -1480, -1480, -1480, -1480, -1480, -1480, 32, 20, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 32, 20, 32, 20, 20, -1480, -1480, -1480, -1480, -1480, -1480, 32, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -220, 32, -1480, -1480, -1480, 20, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -668, -58, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 32, 20, 32, 20, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -58, -539, 32, 20, 32, 20, -1480, -1480, -1480, 32, -1480, -1480, -1480, -2940, -1480, -1480, -4400, -1480, -1480, -5860, 20, 32, 20, 32, 20, 20, -2940, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 32, 32, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -8780, -37, -8780, 20, -7320, -1480, -1480, -13160, 32, 20, 20, -23380, 20, -4400, -1480, -1480, -1480, 32, 20, -1480, -37, -1480, -834, -58, 20]"
"['10.208.8.65', '10.80.128.28', 49831, 53, 6]","[32, -28, 20, 22, 63, -20, -20, -300, 20, -20, 20]"
"['10.208.8.65', '204.79.197.203', 49153, 443, 6]","[1460, 1460, 417, 1065, -20, -20, -20, -20, -182, -2940, -382, -4400, -626, 20, 62, -519, -1480, -1480, 32, 32, 20, -66, -58, 20, 511, 263, 263, -20, 267, 265, 264, 266, -20, -20, -20, -20, -20, -20, -171, 20, -773, 20, -170, 20, 285, 281, 281, -20, -20, -20, -171, 20, -479, 20]"
"['10.208.8.65', '20.190.163.18', 49375, 443, 6]","[1460, 708, -20, -2940, -115, 20]"
"['10.208.8.65', '23.62.46.12', 65414, 443, 6]","[1480, 1263, 59, -20, -32, -20, -1480, -649, 32, 32, -148, -51, 32, 32, -59, 20, 55, 751, -20, -20, -1480, -649, 20, -148, -51, 20]"
"['10.208.8.65', '10.80.128.28', 49833, 53, 6]","[32, -28, 20, 22, 52, -20, -20, -339, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49834, 53, 6]","[32, -28, 20, 22, 52, -20, -20, -435, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '2603:1047:1:168::18', 49675, 443, 6]","[1420, 1420, 1420, 1420, 1420, 810, -20, -20, -20, -4340, -1413, 20]"
"['10.208.8.65', '10.80.128.28', 49835, 53, 6]","[32, -28, 20, 22, 58, -20, -20, -156, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49836, 53, 6]","[32, -28, 20, 22, 58, -20, -20, -60, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49837, 53, 6]","[32, -28, 20, 22, 58, -20, -20, -144, 20, -20, 20]"
"['10.208.8.65', '18.235.110.105', 49838, 443, 6]","[32, -32, 20, 537, -20, -133, -4400, -597, 20, -358, -29, 20, 146, 125, 968, 626, -140, -71, -98, 20, 58, -20, -202, -201, 20, -20]"
"['10.208.8.65', '20.189.173.13', 64874, 443, 6]","[1203, 1460, 162, -32, -20, -472, 20, 1202, 988, -20, -471, 20, 1202, 756, -20, -471, 20]"
"['10.208.8.65', '20.190.163.18', 49267, 443, 6]","[754, 747, -20, -4400, -781, 20]"
"['10.208.8.65', '18.235.110.105', 49839, 443, 6]","[32, -32, 20, 537, 20, -20, -133, -4400, -597, 20, -358, -29, -20]"
"['10.208.8.65', '18.235.110.105', 49840, 443, 6]","[32, -32, 20, 537, -20, -20, -133, -4400, -597, 20, -358, -29, 20, 146, -20, -140, -71, -89, 20]"
"['2001:da8:1002:a000::6:a3cf', '2408:80f1:100:1010::33', 49181, 443, 6]","[979, 979, 979, 980, 979, 980, 980, -20, -376, -376, 20, -376, -20, -20, -732, 20, -732, 20, 610, 611, 612, -20, -732, 20, 62, -376, 20, -20]"
"['10.208.8.65', '221.181.72.191', 49372, 443, 6]","[140, 66, -20, -20, -66, -383, 20, 62, -20]"
"['2001:da8:1002:a000::6:a3cf', '2409:8728:32f2:10::1:66', 49183, 443, 6]","[681, 66, 627, 716, -20, -20, -12980, 20, -1460, -20, 20, -14420, 20, 62, -2900, 20, -15860, 20, -4340, 20, -20, -17300, 20, -5780, 20, -15860, 20, -2900, -1460, -881, 32, 32, -17300, 40, -4340, -1460, 40, 40, -1460, 32, -1460, -1460, 20, -1460, 20, -1460, -2900, -295, 20]"
"['10.208.8.65', '221.130.199.240', 49847, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1275, -476, 20, -51, -20, 20, 20, 20]"
"['10.208.8.65', '221.130.199.240', 49848, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1275, -476, 20, -51, -20, 20, 20, 20]"
"['10.208.8.65', '221.130.199.240', 49849, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1289, -476, 20, -51, -20, 20, 20, 20]"
"['10.208.8.65', '221.130.199.240', 49850, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1274, -476, 20, -51, -20, 20, 20, 20]"
"['10.208.8.65', '221.130.199.240', 49851, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1293, -476, 20, -51, -20, 20, 20, 20]"
"['10.208.8.65', '221.130.199.240', 49852, 443, 6]","[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1298, -476, 20, -51, -20, 20, 20, 20]"
"['10.208.8.65', '180.163.247.237', 49853, 443, 6]","[32, -32, 20, 537, -20, -4400, -828, 20, 146, -278, 1328, -476, 20, -51, -20, 20, 20, 20]"
"['10.208.8.65', '202.89.233.96', 49692, 443, 6]","[199, 66, -20, -66, 20, -247, -58, 20, 62, -20]"
"['2001:da8:1002:a000::6:a3cf', '2603:1047:1:168::82', 49688, 443, 6]","[1420, 572, -20, -641, 20]"
"['10.208.8.65', '10.80.128.28', 49854, 53, 6]","[32, -28, 20, 22, 48, -20, -20, -141, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '2603:1047:1:168::81', 49863, 443, 6]","[32, -32, 20, 537, -119, 405, -2900, -1229, 20, 94, -123, 20]"
"['2001:da8:1002:a000::6:a3cf', '2620:1ec:4f:1::49', 49703, 443, 6]","[123, 66, -66, 20, -1131, -58, 20, 62, -20]"
"['104.99.48.27', '10.208.8.65', 443, 49316, 6]","[-44, -20, 20, 20, -20]"
"['10.208.8.65', '20.189.173.9', 49709, 443, 6]","[1320, 1460, 1460, 1460, 1460, 1460, 1460, 936, -20, -20, -20, -20, -504, 20]"
"['2001:da8:1002:a000::6:a3cf', '2620:1ec:c11::239', 49755, 443, 6]","[21, -32]"
"['2001:da8:1002:a000::6:a3cf', '2620:1ec:c11::239', 49756, 443, 6]","[21, -32]"
"['10.208.8.65', '202.89.233.101', 49762, 443, 6]","[21, -32]"
"['10.208.8.65', '121.226.246.3', 65262, 443, 6]","[21, -32]"
"['104.107.105.173', '10.208.8.65', 443, 49255, 6]","[-51, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2a02:26f0:9100:3::6010:7a23', 49185, 443, 6]","[21, -32]"
"['10.208.8.65', '185.184.8.90', 49385, 443, 6]","[21, -20]"
"['10.208.8.65', '51.105.71.137', 49768, 443, 6]","[1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 572, -20, -20, -32, -20, -20, -20, -918, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 975, -20, -20, -20, -20, -32, -20, -918, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 953, -20, -20, -20, -20, -20, -918, 20]"
"['10.208.8.65', '52.178.17.2', 49263, 443, 6]","[1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 787, -20, -20, -32, -20, -20, -32, 1460, -20, -918, 20]"
"['10.208.8.65', '10.80.128.28', 49903, 53, 6]","[32, -28, 22, 64, -20, -20, -199, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '2603:1047:1:168::82', 49911, 443, 6]","[32, -32, 20, 537, -119, 500, -1460, -1460, -1229, 20, 94, -123, 20]"
